student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,hobbies,skill_tech_python,skill_tech_excel,skill_tech_sql,skill_soft,siblings,income_father,income_mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
55,Todd Moore,21,Male,,422-301-4006,Richardview,schmidtregina@gmail.com,1999-04-29,Data Science,,inactive,0.0,  excellent  ,51.0,1998-03-22,"Apartment 40, West Davidhaven district, Tashkent, UZ, 100291","{hobbies:['save', 'most']}",Tashkent,West Davidhaven district,100291,,,,,,,,,,,,,,
56,Unknown,21,Female,,NA,Katelynton,dominguezerin@solis.org,,Python,,inactive,,unknown,298.0,1980-07-14,"Apartment 42, South Charles district, Tashkent, UZ, 100904","{'hobbies': ['where', 'game'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 1}, 'soft': ['per', 'detail']}, 'family': {'siblings': 1, 'income': {'father': 602, 'mother': 1380}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,South Charles district,100904,,4.0,2.0,1.0,,1.0,602.0,1380.0,laptop,Lenovo,2019.0,phone,Samsung,2022.0
57,Ashley Lowe,20,Female,,900-671-5583,Robertshire,zvargas@chapman.org,2025-08-02,Data Science,,inactive,,average,236.0,2023-01-02,"87807 Kayla Glens, Autumnmouth",INVALID_JSON_DATA,Tashkent,,87807,,,,,,,,,,,,,,
58,Eric Holmes,18,Male,57.0,421-927-3279,West Tricia,NA,2001-03-13,Data Science,80.0,pending,,  excellent  ,160.0,2020-05-21,"682 Vasquez Expressway Suite 699, West Nicolechester","{'hobbies': ['recognize', 'between'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 2}, 'soft': ['image', 'leg']}, 'family': {'siblings': 5, 'income': {'father': 1178, 'mother': 1209}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",Tashkent,,,,5.0,2.0,2.0,,5.0,1178.0,1209.0,laptop,Lenovo,2021.0,phone,Xiaomi,2020.0
59,Nathan Melendez,20,Female,75.0,267-108-2545,Wheelerport,NA,1971-06-20,Data Science,,active,,average,65.0,1970-09-19,"Apartment 9, Laurabury district, Tashkent, UZ, 100798","{hobbies:['offer', 'president']}",Tashkent,Laurabury district,100798,,,,,,,,,,,,,,
60,Brett Cabrera,20,Unknown,,NA,Port Carlos,NA,,Data Science,,active,,excellent,121.0,1972-01-29,"East Elizabethhaven 9-kv, dom 15, Tashkent",INVALID_JSON_DATA,Tashkent,dom 15,,,,,,,,,,,,,,,
61,William Moore,20,Female,93.0,542-835-7188,Port Juanland,NA,2010-05-07,Data Science,,inactive,3.2,average,50.0,1983-06-05,"6258 Gordon Road, Smithshire","{'hobbies': ['painting', 'kid'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 2}, 'soft': ['fill', 'growth']}, 'family': {'siblings': 5, 'income': {'father': 964, 'mother': 1178}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",Tashkent,,,,1.0,4.0,2.0,,5.0,964.0,1178.0,laptop,Lenovo,2017.0,phone,Samsung,2024.0
62,Margaret Lopez,20,Male,,481-005-1067,East Caitlinfurt,ogarcia@hahn.net,1980-04-02,Python,,active,4.07,unknown,183.0,,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['others', 'one'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 2}, 'soft': ['enjoy', 'test']}, 'family': {'siblings': 5, 'income': {'father': 946, 'mother': 741}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,,,,3.0,5.0,2.0,,5.0,946.0,741.0,laptop,HP,2024.0,phone,Samsung,2018.0
63,William Olsen,22,Female,,589-118-3975,East Sophia,NA,1995-11-13,Data Science,,inactive,3.72,excellent,138.0,1999-04-21,"9057 Griffin Heights, Rasmussenside",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
64,Unknown,19,Female,,NA,Christopherborough,NA,2014-12-15,Python,,active,,good,97.0,2011-04-16,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""stock"", ""management""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 1}, ""soft"": [""move"", ""bar""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 786, ""mother"": 987}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",Tashkent,,,,3.0,5.0,1.0,,3.0,786.0,987.0,laptop,HP,2020.0,phone,Samsung,2018.0
65,Randall Heath,18,Male,,373-603-3101,Deleonside,NA,,Python,65.0,pending,,average,105.0,1985-10-02,"Apartment 7, Lutzfort district, Tashkent, UZ, 100220","{""hobbies"": [""position"", ""stuff""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 1}, ""soft"": [""two"", ""economy""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 527, ""mother"": 408}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2023}]}",Tashkent,Lutzfort district,100220,,3.0,4.0,1.0,,5.0,527.0,408.0,laptop,HP,2021.0,phone,Xiaomi,2023.0
66,Unknown,20,Male,,114-989-5033,North Markbury,nrichard@carney.com,2012-03-29,Data Science,99.0,inactive,,average,274.0,2016-12-24,"67890 Conrad Walks, East Tannermouth","{'hobbies': ['shake', 'behind'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 5}, 'soft': ['what', 'happy']}, 'family': {'siblings': 5, 'income': {'father': 1227, 'mother': 564}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",Tashkent,,67890,,3.0,4.0,5.0,,5.0,1227.0,564.0,laptop,Dell,2017.0,phone,Apple,2019.0
67,Ashley Mills,,Female,,NA,Youngside,NA,2012-07-27,Data Science,,pending,,excellent,276.0,1991-06-04,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""share"", ""fly""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 3}, ""soft"": [""floor"", ""question""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1427, ""mother"": 1378}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",Tashkent,,,,2.0,5.0,3.0,,0.0,1427.0,1378.0,laptop,Lenovo,2017.0,phone,Xiaomi,2022.0
68,John Rosario,18,Female,82.0,955-992-9289,Belindabury,NA,1971-07-20,Data Science,,inactive,,good,190.0,1990-08-02,"Apartment 1, North Adammouth district, Tashkent, UZ, 100059","{'hobbies': ['result', 'current'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 4}, 'soft': ['return', 'address']}, 'family': {'siblings': 5, 'income': {'father': 1037, 'mother': 1043}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}",Tashkent,North Adammouth district,100059,,3.0,1.0,4.0,,5.0,1037.0,1043.0,laptop,HP,2021.0,phone,Apple,2022.0
70,Unknown,18,Female,66.0,859-879-6579,Lake Josephville,nathaniel54@lloyd.biz,2002-10-31,Data Science,,pending,,  excellent  ,88.0,2012-06-13,"Port Lisa 17-kv, dom 46, Tashkent","{'hobbies': ['ahead', 'force'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 1}, 'soft': ['where', 'responsibility']}, 'family': {'siblings': 5, 'income': {'father': 658, 'mother': 561}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",Tashkent,dom 46,,,5.0,1.0,1.0,,5.0,658.0,561.0,laptop,Lenovo,2022.0,phone,Apple,2023.0
71,Robert Hayes,,Male,,856-236-2942,Tabithafurt,teresa05@collins.biz,,Python,63.0,pending,,  excellent  ,103.0,1996-09-27,"Benitezmouth 14-kv, dom 38, Tashkent","{""hobbies"": [""lead"", ""toward""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""through"", ""water""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 494, ""mother"": 1415}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",Tashkent,dom 38,,,1.0,2.0,3.0,,5.0,494.0,1415.0,laptop,HP,2018.0,phone,Xiaomi,2019.0
72,William Weiss,,Female,78.0,336-187-5307,Williamfort,NA,,Data Science,,active,,unknown,57.0,1977-11-15,"313 Ayala Point, East Nicholas",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
73,Unknown,18,Female,,NA,Smithville,scampbell@mendez.biz,1993-12-18,Data Science,,inactive,3.19,good,117.0,2001-05-06,"BROKEN,ADDRESS,DATA,,,","{hobbies:['majority', 'week']}",Tashkent,,,,,,,,,,,,,,,,
74,Brandi Reed,18,Male,,NA,Port Randallberg,stacy11@yahoo.com,1990-09-05,Python,89.0,pending,,excellent,176.0,2013-07-28,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
75,Unknown,22,Female,98.0,993-695-0828,East Shelly,lsmith@gmail.com,,Data Science,,active,2.71,average,200.0,2006-02-03,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""dark"", ""exist""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 4}, ""soft"": [""store"", ""position""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 294, ""mother"": 207}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent,,,,5.0,1.0,4.0,,0.0,294.0,207.0,laptop,Lenovo,2021.0,phone,Samsung,2019.0
76,Anthony Hendricks,,Unknown,,616-614-7591,Figueroamouth,NA,2000-07-19,Data Science,,inactive,,unknown,117.0,,UZ 100760 Tashkent Millermouth,"{hobbies:['particular', 'lead']}",Tashkent,,100760,,,,,,,,,,,,,,
77,Alexa Sanders,21,Male,73.0,347-747-5643,Lake Randymouth,johnsonchelsea@yahoo.com,1986-12-20,Data Science,,active,0.0,  excellent  ,256.0,2021-07-18,"034 Cooley Way, East Ian",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
78,Unknown,18,Male,95.0,NA,Romeroville,NA,2017-12-25,Python,,active,,good,217.0,1989-02-04,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
79,Garrett Taylor,20,Female,,553-942-9066,Martinezfort,NA,2005-11-18,Data Science,89.0,active,0.0,  excellent  ,225.0,1974-07-11,UZ 100510 Tashkent Andrewmouth,INVALID_JSON_DATA,Tashkent,,100510,,,,,,,,,,,,,,
80,Brandy Gray,19,Male,,067-664-2283,Andrewborough,ballen@barber-saunders.com,1986-04-11,Data Science,,active,4.49,average,266.0,2025-07-12,UZ 100622 Tashkent Aarontown,"{hobbies:['back', 'carry']}",Tashkent,,100622,,,,,,,,,,,,,,
81,Donna Scott,19,Female,,536-600-3596,Lake Timfort,alicia71@robles.com,1996-11-30,Data Science,,active,,  excellent  ,65.0,2015-03-29,UZ 100720 Tashkent Lake Hollytown,"{hobbies:['participant', 'spring']}",Tashkent,,100720,,,,,,,,,,,,,,
82,Karen Baker MD,,Female,60.0,NA,Kristinabury,paul48@brown.com,1974-09-10,Data Science,,active,,average,68.0,,UZ 100855 Tashkent Lake Tyler,"{'hobbies': ['garden', 'possible'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 4}, 'soft': ['after', 'similar']}, 'family': {'siblings': 4, 'income': {'father': 349, 'mother': 536}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,,100855,,1.0,4.0,4.0,,4.0,349.0,536.0,laptop,Dell,2019.0,phone,Samsung,2022.0
83,Unknown,18,Female,,338-760-7654,Ayershaven,NA,1995-04-15,Data Science,,inactive,,good,172.0,2000-09-03,"Apartment 18, Tarafurt district, Tashkent, UZ, 100739","{'hobbies': ['actually', 'commercial'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 5}, 'soft': ['example', 'defense']}, 'family': {'siblings': 1, 'income': {'father': 1111, 'mother': 456}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",Tashkent,Tarafurt district,100739,,1.0,3.0,5.0,,1.0,1111.0,456.0,laptop,HP,2023.0,phone,Apple,2023.0
84,Michael Jenkins,18,Female,68.0,413-587-0913,New Brenda,mcolon@gmail.com,2002-11-25,Data Science,,inactive,,average,284.0,2008-04-09,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['collection', 'single'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['expect', 'fall']}, 'family': {'siblings': 5, 'income': {'father': 675, 'mother': 1465}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",Tashkent,,,,4.0,4.0,1.0,,5.0,675.0,1465.0,laptop,Dell,2020.0,phone,Apple,2019.0
85,Unknown,21,Male,75.0,776-884-4761,New Nicoleside,NA,1996-08-10,Data Science,,inactive,,  excellent  ,95.0,1994-05-31,"33084 Williams Point, Jesusborough","{hobbies:['trial', 'place']}",Tashkent,,33084,,,,,,,,,,,,,,
86,Mario Ramirez,22,Unknown,,NA,Deannachester,zford@parker.info,,Python,,pending,0.0,unknown,111.0,1984-03-09,"BROKEN,ADDRESS,DATA,,,","{hobbies:['buy', 'now']}",Tashkent,,,,,,,,,,,,,,,,
87,Kyle Doyle,20,Female,,NA,Powersland,NA,2001-11-27,Data Science,,inactive,,unknown,66.0,2016-05-02,"South Jacobview 25-kv, dom 42, Tashkent","{'hobbies': ['example', 'break'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 3}, 'soft': ['PM', 'structure']}, 'family': {'siblings': 4, 'income': {'father': 491, 'mother': 426}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",Tashkent,dom 42,,,3.0,4.0,3.0,,4.0,491.0,426.0,laptop,Lenovo,2024.0,phone,Xiaomi,2018.0
88,Hannah Montes,21,Unknown,,NA,South Thomas,NA,2008-07-18,Python,68.0,active,3.81,unknown,110.0,,UZ 100240 Tashkent Charlesshire,"{'hobbies': ['dream', 'forward'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['like', 'clear']}, 'family': {'siblings': 5, 'income': {'father': 626, 'mother': 1045}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",Tashkent,,100240,,5.0,5.0,2.0,,5.0,626.0,1045.0,laptop,Dell,2018.0,phone,Apple,2023.0
89,James Weaver,22,Female,,480-026-9976,West Jonathan,NA,2000-04-09,Python,,pending,,unknown,149.0,,"Apartment 8, South Christina district, Tashkent, UZ, 100031","{'hobbies': ['anything', 'catch'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['like', 'how']}, 'family': {'siblings': 4, 'income': {'father': 503, 'mother': 394}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}",Tashkent,South Christina district,100031,,1.0,2.0,2.0,,4.0,503.0,394.0,laptop,Dell,2019.0,phone,Apple,2020.0
90,Johnny Nguyen,20,Male,,NA,West Henrymouth,sherrimanning@gmail.com,2004-08-30,Python,,inactive,,  excellent  ,288.0,2003-03-15,"BROKEN,ADDRESS,DATA,,,","{hobbies:['water', 'hot']}",Tashkent,,,,,,,,,,,,,,,,
91,Barry Cooper,,Female,82.0,676-017-8005,Georgeshire,NA,2018-05-23,Python,,active,2.48,  excellent  ,283.0,1997-11-24,"Apartment 15, North Nicholas district, Tashkent, UZ, 100716",INVALID_JSON_DATA,Tashkent,North Nicholas district,100716,,,,,,,,,,,,,,
92,Peter Rogers,18,Female,,NA,Tonytown,NA,1971-12-22,Python,,active,,  excellent  ,260.0,1997-07-15,"East Joshuaton 6-kv, dom 44, Tashkent",INVALID_JSON_DATA,Tashkent,dom 44,,,,,,,,,,,,,,,
93,Samantha Garcia,20,Female,,NA,Port Jeremyburgh,NA,,Data Science,89.0,pending,,  excellent  ,195.0,2017-01-31,"BROKEN,ADDRESS,DATA,,,","{hobbies:['doctor', 'set']}",Tashkent,,,,,,,,,,,,,,,,
94,Unknown,21,Female,,NA,West Bryanburgh,NA,2015-09-14,Data Science,,pending,3.72,good,51.0,1995-10-29,"3646 Micheal Place, Port Douglas","{'hobbies': ['fly', 'me'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['ago', 'per']}, 'family': {'siblings': 2, 'income': {'father': 1215, 'mother': 272}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",Tashkent,,,,5.0,1.0,3.0,,2.0,1215.0,272.0,laptop,HP,2022.0,phone,Xiaomi,2020.0
95,Unknown,19,Male,82.0,NA,Leechester,NA,2012-11-23,Data Science,,pending,4.44,good,144.0,1987-03-21,"BROKEN,ADDRESS,DATA,,,","{hobbies:['avoid', 'consumer']}",Tashkent,,,,,,,,,,,,,,,,
96,Joel Cantrell,18,Female,91.0,868-722-9572,Duncanshire,john55@cox-horne.org,1984-10-14,Data Science,,inactive,,average,295.0,1971-02-21,"902 Wiggins Mill, East Susan","{""hobbies"": [""skill"", ""continue""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 4}, ""soft"": [""actually"", ""condition""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1454, ""mother"": 391}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",Tashkent,,,,1.0,5.0,4.0,,3.0,1454.0,391.0,laptop,HP,2023.0,phone,Apple,2020.0
97,Unknown,19,Female,,NA,Port Donald,NA,1985-11-17,Python,,pending,,  excellent  ,106.0,1973-10-17,UZ 100535 Tashkent South Jasonfurt,"{hobbies:['throw', 'security']}",Tashkent,,100535,,,,,,,,,,,,,,
98,Kathy Massey,20,Female,,484-468-4408,Eddiefort,kathrynsmith@brown-davis.com,1978-04-22,Data Science,,inactive,,average,251.0,2002-05-04,UZ 100126 Tashkent South Teresafurt,INVALID_JSON_DATA,Tashkent,,100126,,,,,,,,,,,,,,
99,Christopher Williams,22,Male,,136-313-7124,Meganfort,bbaker@gmail.com,,Data Science,,active,,average,265.0,1992-01-07,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['never', 'agent'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 3}, 'soft': ['necessary', 'billion']}, 'family': {'siblings': 2, 'income': {'father': 1201, 'mother': 1493}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}",Tashkent,,,,5.0,4.0,3.0,,2.0,1201.0,1493.0,laptop,Lenovo,2024.0,phone,Xiaomi,2024.0
100,Unknown,18,Female,91.0,886-413-2941,West Jacqueline,NA,,Data Science,,pending,,  excellent  ,145.0,,UZ 100196 Tashkent West Dawnport,"{'hobbies': ['Mrs', 'director'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 2}, 'soft': ['need', 'relationship']}, 'family': {'siblings': 4, 'income': {'father': 281, 'mother': 791}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",Tashkent,,100196,,4.0,1.0,2.0,,4.0,281.0,791.0,laptop,Dell,2015.0,phone,Xiaomi,2022.0
101,Sharon Rodriguez,18,Male,93.0,NA,Tammytown,NA,1990-05-01,Data Science,,pending,,  excellent  ,169.0,2009-11-18,"4414 Jessica Mountains Apt. 231, Evansfort","{'hobbies': ['watch', 'movement'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 4}, 'soft': ['morning', 'garden']}, 'family': {'siblings': 3, 'income': {'father': 1483, 'mother': 283}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,,,,4.0,5.0,4.0,,3.0,1483.0,283.0,laptop,HP,2018.0,phone,Samsung,2022.0
102,Gary Allison,18,Female,,900-712-8211,Michaelmouth,renee09@jones.org,1985-09-26,Python,,pending,,good,261.0,2007-12-22,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['always', 'wife'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 1}, 'soft': ['several', 'federal']}, 'family': {'siblings': 5, 'income': {'father': 744, 'mother': 1338}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}",Tashkent,,,,2.0,3.0,1.0,,5.0,744.0,1338.0,laptop,Dell,2016.0,phone,Samsung,2020.0
103,Barbara Goodman,20,Female,,NA,West Sergiochester,emilycarson@hotmail.com,,Data Science,,pending,0.0,  excellent  ,189.0,1986-05-30,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""final"", ""son""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 4}, ""soft"": [""process"", ""include""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1376, ""mother"": 1070}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent,,,,5.0,5.0,4.0,,0.0,1376.0,1070.0,laptop,Lenovo,2018.0,phone,Samsung,2019.0
104,Melissa Crane,20,Female,81.0,409-036-3015,Colemanland,brownmicheal@taylor.com,1970-12-20,Python,,active,,good,198.0,2004-12-04,UZ 100349 Tashkent New Heather,"{'hobbies': ['none', 'child'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['community', 'sound']}, 'family': {'siblings': 1, 'income': {'father': 361, 'mother': 403}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",Tashkent,,100349,,3.0,3.0,4.0,,1.0,361.0,403.0,laptop,HP,2016.0,phone,Xiaomi,2023.0
105,Unknown,19,Female,77.0,NA,Lake Jerry,davidsavage@yahoo.com,,Python,,inactive,,average,85.0,,"West Billy 17-kv, dom 10, Tashkent","{'hobbies': ['plan', 'why'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 4}, 'soft': ['administration', 'the']}, 'family': {'siblings': 3, 'income': {'father': 282, 'mother': 598}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,dom 10,,,4.0,3.0,4.0,,3.0,282.0,598.0,laptop,Dell,2022.0,phone,Samsung,2022.0
106,Jeanette Harmon,20,Female,81.0,295-618-2527,Bowerschester,olsonkathy@gmail.com,,Data Science,82.0,active,,  excellent  ,235.0,,"Apartment 32, Port Kyleburgh district, Tashkent, UZ, 100452","{hobbies:['on', 'interesting']}",Tashkent,Port Kyleburgh district,100452,,,,,,,,,,,,,,
107,Unknown,20,Female,89.0,NA,Port Bonniestad,christinaclark@hotmail.com,1982-02-17,Data Science,,inactive,,  excellent  ,192.0,,"New Amber 19-kv, dom 4, Tashkent",INVALID_JSON_DATA,Tashkent,dom 4,,,,,,,,,,,,,,,
108,Jennifer Phelps,21,Female,,920-889-0335,Toddstad,bcastro@davis.com,1997-03-27,Python,,inactive,,good,183.0,1972-01-20,"30197 Mary Fork, South Brittany",INVALID_JSON_DATA,Tashkent,,30197,,,,,,,,,,,,,,
109,Toni Mcdonald,22,Female,61.0,268-951-2037,New Paulton,NA,1982-01-02,Data Science,,pending,,  excellent  ,220.0,2018-02-18,UZ 100223 Tashkent Port David,"{hobbies:['possible', 'book']}",Tashkent,,100223,,,,,,,,,,,,,,
110,Unknown,19,Male,,512-465-7244,West Justinborough,jenniferyoung@craig-potter.com,1990-07-16,Data Science,,inactive,3.19,good,210.0,1993-07-15,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
111,Justin Bell,21,Male,70.0,707-755-2635,Fullerland,NA,2011-06-29,Python,,inactive,,good,252.0,2021-05-07,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['despite', 'result'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['sound', 'until']}, 'family': {'siblings': 1, 'income': {'father': 1321, 'mother': 825}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",Tashkent,,,,3.0,2.0,4.0,,1.0,1321.0,825.0,laptop,Dell,2024.0,phone,Xiaomi,2018.0
